Batch,Episode,PTO Damping,Reward,Training Loss,Validation Loss
0,0,1517241.3793103448,0.0,0.8896490931510925,20.799205780029297
0,1,1000000.0,0.7444012284190306,31.601905822753906,3.3490257263183594
0,2,1758620.6896551724,1.8494512288857563,6.109165668487549,1.7259259223937988
0,3,1758620.6896551724,1.5035259273387516,6.050539493560791,3.515148162841797
0,4,1758620.6896551724,1.3606974337751392,3.9090306758880615,2.190593957901001
0,5,1758620.6896551724,1.2816643459218406,3.3430869579315186,0.8170939087867737
0,6,1758620.6896551724,1.2312648001511235,1.9033818244934082,1.1458494663238525
0,7,1758620.6896551724,1.1962563122680248,0.1843002438545227,1.0485597848892212
0,8,1758620.6896551724,1.1704968623337249,3.6279468536376953,1.3098074197769165
0,9,1586206.896551724,1.0661499209820604,2.9194257259368896,7.827323913574219
0,10,1758620.6896551724,1.0594333240688936,1.9872007369995117,1.0636223554611206
0,11,1758620.6896551724,1.0541119662570693,1.236667513847351,2.0924456119537354
0,12,1448275.8620689656,0.680749172935356,0.4990015923976898,3.3733837604522705
0,13,1482758.6206896552,0.14216319411277675,2.2770118713378906,1.0114914178848267
0,14,1758620.6896551724,0.10815472109939474,0.5151382088661194,0.8562114834785461
0,15,1758620.6896551724,0.07639988730673936,0.6600009202957153,0.16262243688106537
0,16,1137931.0344827585,0.5166332725492587,0.3926384747028351,0.3088475465774536
0,17,1758620.6896551724,0.49159851284143774,0.8769035935401917,0.44899681210517883
0,18,1586206.896551724,0.45298499174500545,0.0779271200299263,1.6435354948043823
0,19,1758620.6896551724,0.4361461948523194,0.7972666621208191,0.12489990144968033
0,20,1758620.6896551724,0.412052267953777,0.08034984022378922,0.7513315677642822
0,21,1758620.6896551724,0.3899689956492746,0.09198067337274551,0.2568833529949188
0,22,1758620.6896551724,0.3696056575314693,0.039172444492578506,0.6078805327415466
0,23,1758620.6896551724,0.35072810496616225,0.9911095499992371,0.09084669500589371
0,24,1758620.6896551724,0.3331452796949193,0.11996588855981827,0.08245447278022766
0,25,1758620.6896551724,0.3166994708095191,0.5017643570899963,0.4163955748081207
0,26,1758620.6896551724,0.3012591422051058,0.8098339438438416,0.23048920929431915
0,27,1758620.6896551724,0.2867135646341907,0.9566910862922668,0.16413623094558716
0,28,1586206.896551724,0.2620884362619419,0.12633223831653595,0.02690579928457737
0,29,1793103.448275862,0.5826996978081408,1.7268222570419312,0.5258066654205322
0,30,1000000.0,0.591210871663362,0.5835514664649963,3.6912195682525635
0,31,1758620.6896551724,0.59752486293308,4.304706573486328,0.5459809899330139
0,32,1413793.103448276,0.5119412142788019,0.3255653381347656,0.9519765377044678
0,33,1758620.6896551724,1.9499044422263627,1.5337930917739868,4.0312886238098145
0,34,1724137.9310344825,0.6369242460911073,0.9715802669525146,0.5215032696723938
0,35,1758620.6896551724,0.6415727069232314,1.2845109701156616,0.8146654963493347
0,36,1896551.724137931,1.7684800085465708,3.105262517929077,3.3437459468841553
0,37,1896551.724137931,1.7356984108949742,2.2003417015075684,0.6935827136039734
0,38,1896551.724137931,1.7057355517541635,5.653852462768555,0.34875866770744324
0,39,1793103.448275862,1.4072089752439072,0.7394221425056458,0.24459223449230194
1,40,1896551.724137931,3.0370388571366913,9.905591011047363,0.8897063732147217
1,41,1896551.724137931,2.8787143457047657,2.1019694805145264,1.1607142686843872
1,42,1896551.724137931,2.746222605421339,1.0155562162399292,1.9173884391784668
1,43,1896551.724137931,2.6333693226438077,1.2617090940475464,0.20924319326877594
1,44,1896551.724137931,2.5358492180518284,0.728889524936676,0.22245895862579346
1,45,1275862.0689655172,0.10106048055986093,9.49698257446289,2.001333236694336
1,46,1896551.724137931,0.17230876528109138,5.293851375579834,2.2837836742401123
1,47,1103448.2758620689,0.7992201537394837,0.9040277004241943,0.17753708362579346
1,48,1000000.0,0.010677975498503878,1.388293743133545,0.6852824687957764
1,49,1896551.724137931,0.014506310321458861,0.548187255859375,0.46004369854927063
1,50,1896551.724137931,0.007303235885113887,0.5960237383842468,0.693324089050293
1,51,1896551.724137931,0.000277990176051807,0.5876031517982483,0.14950920641422272
1,52,1896551.724137931,0.006578023940664431,1.3004297018051147,1.055590033531189
1,53,1896551.724137931,0.013272794887663888,0.3219369649887085,0.5494001507759094
1,54,1896551.724137931,0.019813757988796386,0.24631565809249878,0.3129666745662689
1,55,1896551.724137931,0.026207844931621652,0.29739871621131897,0.9102482795715332
1,56,1896551.724137931,0.032461527871444,0.6305646300315857,0.03954654559493065
1,57,1896551.724137931,0.03858085885353821,0.5739706158638,0.16343581676483154
