Batch,Episode,PTO Damping,Reward,Training Loss,Validation Loss
0,0,1103448.2758620689,0.0,9.367901802062988,6.161715030670166
0,1,1000000.0,0.6794445829010529,3.7130939960479736,0.9702773690223694
0,2,1000000.0,0.7986342362033243,6.118679046630859,3.230729818344116
0,3,1758620.6896551724,0.14892472165662446,2.9151852130889893,1.7724570035934448
0,4,1000000.0,0.309477259894813,1.5240379571914673,6.885186672210693
0,5,1000000.0,0.3923988060480601,0.9570960402488708,1.0502842664718628
0,6,1000000.0,0.45576982660984533,0.4527014195919037,13.62548542022705
0,7,1000000.0,0.5062325526302147,4.048659324645996,6.007160663604736
0,8,1000000.0,0.5475902272124024,3.8125569820404053,3.6570217609405518
0,9,1000000.0,0.5822228170598484,1.1207391023635864,1.094320297241211
0,10,1000000.0,0.6117157079011475,0.3587785065174103,2.461501359939575
0,11,1000000.0,0.6371752501982308,1.488843321800232,1.46950101852417
0,12,1000000.0,0.6594018357649438,1.0557878017425537,2.0799038410186768
0,13,1000000.0,0.6789914497339946,1.9882888793945312,1.0218865871429443
0,14,1000000.0,0.6963984961091866,0.18106983602046967,4.930886745452881
0,15,1000000.0,0.7119763617842304,8.290223121643066,0.17384083569049835
0,16,1000000.0,0.7260045463091112,0.9466633200645447,0.3029043674468994
0,17,1827586.2068965517,4.262465468496579,23.99403190612793,3.381540298461914
0,18,1827586.2068965517,3.4679670159358977,6.141109943389893,2.12833833694458
0,19,1827586.2068965517,3.0199657958107973,1.1832534074783325,6.307108402252197
0,20,1068965.5172413792,0.8192255617713557,8.717742919921875,2.735450029373169
0,21,1827586.2068965517,1.86605814098175,1.4160431623458862,3.4819867610931396
0,22,1827586.2068965517,1.8014729731787744,4.721542835235596,0.2683960497379303
0,23,1827586.2068965517,1.7463276152050464,3.6643447875976562,3.2250144481658936
0,24,1827586.2068965517,1.6986295769217952,1.5905629396438599,0.2790391743183136
0,25,1827586.2068965517,1.6569212555312764,0.5821833610534668,0.03205182030797005
0,26,1827586.2068965517,1.6201094215342386,0.8073517680168152,0.26361000537872314
0,27,1827586.2068965517,1.5873565973751265,0.6140894293785095,0.537790060043335
0,28,1241379.3103448276,2.0171224992802186,1.2488439083099365,0.5543649196624756
