Batch,Episode,PTO Damping,Reward,Training Loss,Validation Loss
0,0,1896551.724137931,0.0,7.661372661590576,14.92368221282959
0,1,1000000.0,0.7077259531833724,13.787034034729004,3.1663925647735596
0,2,1724137.9310344825,0.5524794095237212,6.150091648101807,6.1901068687438965
0,3,1000000.0,0.6911770810418904,3.874321699142456,2.0493078231811523
0,4,1482758.6206896552,0.2057472757926213,3.1676414012908936,1.3045657873153687
0,5,1000000.0,0.063312480358531,0.41193222999572754,3.184925079345703
0,6,1724137.9310344825,0.040504967650937876,4.032896518707275,1.5983881950378418
0,7,1793103.448275862,0.5130176887397687,1.771241545677185,10.080151557922363
0,8,1793103.448275862,0.5517521068305175,10.186025619506836,7.406118392944336
0,9,1793103.448275862,0.5844653371018302,1.8147045373916626,4.484166145324707
0,10,1793103.448275862,0.612522802632895,7.545567035675049,4.3638739585876465
0,11,1793103.448275862,0.6368909134122576,7.87013578414917,20.319076538085938
0,12,1793103.448275862,0.6582771082595551,3.2639176845550537,4.841558456420898
0,13,1793103.448275862,0.6772134823352566,12.079577445983887,6.975646495819092
0,14,1793103.448275862,0.6941092866329972,4.051877021789551,2.4195821285247803
0,15,1793103.448275862,0.7092852505295839,5.21043062210083,5.032157897949219
0,16,1793103.448275862,0.7229967873799945,13.909987449645996,7.022380828857422
0,17,1793103.448275862,0.735450134115442,13.428730010986328,5.774492263793945
0,18,1793103.448275862,0.7468138510592487,11.322586059570312,7.33087158203125
0,19,1793103.448275862,0.7572271889366394,6.194572448730469,6.4872260093688965
0,20,1793103.448275862,0.7668062888431595,14.2437162399292,4.658787250518799
0,21,1793103.448275862,0.7756488511540232,4.828269004821777,6.489755630493164
0,22,1793103.448275862,0.7838377022972746,3.367548704147339,6.359180927276611
0,23,1793103.448275862,0.7914435548378218,3.0260610580444336,5.936834812164307
0,24,1793103.448275862,0.798527168244573,1.851864218711853,3.5421743392944336
0,25,1793103.448275862,0.8051410583717004,1.194444179534912,13.361957550048828
0,26,1413793.103448276,4.411939628532252,18.397552490234375,18.514429092407227
0,27,1413793.103448276,3.7750498691198513,19.1331844329834,13.797078132629395
0,28,1413793.103448276,3.366319392600241,13.577263832092285,16.275083541870117
0,29,1413793.103448276,3.0767473997822097,23.09691619873047,10.268505096435547
0,30,1413793.103448276,2.8584897978713713,4.949822425842285,10.295783042907715
0,31,1413793.103448276,2.686830851134951,19.580392837524414,18.39723014831543
0,32,1413793.103448276,2.5475557639382655,8.252511978149414,6.100941181182861
0,33,1413793.103448276,2.431838636775893,13.081892967224121,12.182705879211426
0,34,1965517.2413793104,2.752718063576887,8.688884735107422,15.854327201843262
0,35,1413793.103448276,1.4040082950400907,14.307988166809082,5.490058898925781
0,36,1413793.103448276,1.3900430674955755,16.29796600341797,6.7485833168029785
0,37,1896551.724137931,0.4023016479005856,1.6796422004699707,0.7084157466888428
0,38,1413793.103448276,0.34871640155834804,2.1664211750030518,4.794539928436279
0,39,1517241.3793103448,0.27317939182546064,3.0206375122070312,2.642238140106201
1,40,1241379.3103448276,0.5541673458287083,5.690225124359131,9.323391914367676
1,41,1965517.2413793104,2.6980466325746697,10.19320297241211,12.414435386657715
1,42,1965517.2413793104,2.5886165307500533,9.776522636413574,4.216104507446289
1,43,1965517.2413793104,2.4939755492620637,8.18960189819336,10.437521934509277
1,44,1965517.2413793104,2.411154005513739,8.764774322509766,4.367886066436768
1,45,1965517.2413793104,2.3379502120690936,14.027104377746582,11.936734199523926
