Batch,Episode,PTO Damping,Reward,Training Loss,Validation Loss
0,0,1551724.1379310344,0.0,8.750727653503418,0.3762693405151367
0,1,1000000.0,0.7222714705456784,0.08268477022647858,0.050292957574129105
0,2,1000000.0,0.8261901832687932,0.44825100898742676,0.9201070666313171
0,3,1000000.0,0.8732097858319754,0.3547210693359375,0.14452368021011353
0,4,1000000.0,0.9001451133048755,0.7054222226142883,0.7333104014396667
0,5,1000000.0,0.9176226879051177,0.37821146845817566,0.14542348682880402
0,6,1000000.0,0.929886171137888,1.7089356184005737,0.1939554363489151
0,7,1000000.0,0.9389681815594076,0.6716018319129944,0.45257994532585144
0,8,1000000.0,0.9459655167560531,0.7662615180015564,0.31143975257873535
0,9,1000000.0,0.9515224744516804,0.1779223531484604,0.3225148618221283
0,10,1000000.0,0.956042512066736,0.20863205194473267,0.8413531184196472
0,11,1000000.0,0.9597912109728626,0.3504756689071655,0.21943698823451996
0,12,1000000.0,0.9629505586382302,0.8469033241271973,0.4731092154979706
0,13,1000000.0,0.965649449331907,0.34154197573661804,0.4173748195171356
0,14,1586206.896551724,3.0923896237312847,8.536144256591797,8.657843589782715
0,15,1586206.896551724,2.6850810930884155,3.9710853099823,5.335587978363037
0,16,1586206.896551724,2.4227520441804344,2.720216751098633,2.2421581745147705
0,17,1586206.896551724,2.2371109273235943,1.7869154214859009,1.6492260694503784
0,18,1586206.896551724,2.0976420628387875,0.8012788891792297,1.4731926918029785
0,19,1172413.7931034483,0.8933507324439929,5.053889274597168,0.2796184718608856
0,20,1586206.896551724,1.4358008511459799,3.8957760334014893,3.2561912536621094
0,21,1586206.896551724,1.4094179880395645,0.3948127329349518,1.3936067819595337
0,22,1586206.896551724,1.3861076658688671,1.1196943521499634,0.8333585858345032
0,23,1586206.896551724,1.3653549808825756,0.047693103551864624,0.8058695793151855
0,24,1586206.896551724,1.3467552440551283,1.3996676206588745,0.714697539806366
0,25,1034482.7586206896,0.27936872447879274,1.7191721200942993,1.7118853330612183
0,26,1586206.896551724,0.3366998595951283,1.78538978099823,1.0166507959365845
0,27,1586206.896551724,0.31835443754309106,1.1190766096115112,0.6185111999511719
